0, 1, 0
0, 1, 1
6.18172e-08, -2.98023e-08, 1
-1.41421, -1.74846e-07, 1.74846e-07
0, 1, 0
-0.0222108, 0.999753, 0.000246733
-0.0443996, 0.999013, 0.000986636
-0.0665446, 0.997781, 0.00221902
-0.088624, 0.996057, 0.00394264
-0.110616, 0.993844, 0.00615582
-0.132499, 0.991144, 0.00885639
-0.154251, 0.987958, 0.0120416
-0.17585, 0.984292, 0.0157084
-0.197277, 0.980147, 0.0198532
-0.218508, 0.975528, 0.0244717
-0.239524, 0.97044, 0.0295596
-0.260303, 0.964888, 0.0351118
-0.280826, 0.958877, 0.0411227
-0.301071, 0.952413, 0.0475865
-0.32102, 0.945503, 0.0544967
-0.340651, 0.938153, 0.0618467
-0.359947, 0.930371, 0.069629
-0.378887, 0.922164, 0.077836
-0.397453, 0.91354, 0.0864597
-0.415627, 0.904508, 0.0954915
-0.433391, 0.895077, 0.104923
-0.450727, 0.885257, 0.114743
-0.467618, 0.875055, 0.124944
-0.484048, 0.864484, 0.135516
-0.5, 0.853553, 0.146447
-0.515459, 0.842273, 0.157726
-0.530409, 0.830656, 0.169344
-0.544835, 0.818712, 0.181288
-0.558724, 0.806453, 0.193547
-0.572061, 0.793893, 0.206107
-0.584834, 0.781042, 0.218958
-0.59703, 0.767913, 0.232087
-0.608636, 0.754521, 0.245479
-0.619642, 0.740877, 0.259123
-0.630037, 0.726995, 0.273005
-0.639809, 0.71289, 0.28711
-0.648951, 0.698574, 0.301426
-0.657451, 0.684062, 0.315938
-0.665303, 0.669369, 0.330631
-0.672499, 0.654508, 0.345491
-0.67903, 0.639495, 0.360504
-0.684892, 0.624345, 0.375655
-0.690077, 0.609072, 0.390928
-0.694582, 0.593691, 0.406309
-0.698401, 0.578217, 0.421783
-0.701531, 0.562667, 0.437333
-0.703969, 0.547054, 0.452946
-0.705711, 0.531395, 0.468605
-0.706758, 0.515705, 0.484295
-0.707107, 0.5, 0.5
-0.706758, 0.484295, 0.515705
-0.705711, 0.468605, 0.531395
-0.703969, 0.452946, 0.547054
-0.701531, 0.437333, 0.562667
-0.698401, 0.421783, 0.578217
-0.694582, 0.406309, 0.593691
-0.690077, 0.390928, 0.609072
-0.684892, 0.375655, 0.624345
-0.67903, 0.360504, 0.639495
-0.672498, 0.345491, 0.654508
-0.665303, 0.330631, 0.669369
-0.657451, 0.315938, 0.684062
-0.64895, 0.301426, 0.698574
-0.639809, 0.28711, 0.71289
-0.630037, 0.273005, 0.726995
-0.619642, 0.259123, 0.740877
-0.608636, 0.245479, 0.754521
-0.59703, 0.232087, 0.767913
-0.584834, 0.218958, 0.781042
-0.572061, 0.206107, 0.793893
-0.558724, 0.193546, 0.806454
-0.544835, 0.181288, 0.818712
-0.530409, 0.169344, 0.830656
-0.515459, 0.157726, 0.842274
-0.5, 0.146447, 0.853553
-0.484048, 0.135516, 0.864484
-0.467618, 0.124944, 0.875055
-0.450727, 0.114743, 0.885257
-0.433391, 0.104922, 0.895077
-0.415627, 0.0954914, 0.904508
-0.397453, 0.0864597, 0.91354
-0.378887, 0.077836, 0.922164
-0.359947, 0.0696289, 0.930371
-0.340651, 0.0618466, 0.938153
-0.32102, 0.0544967, 0.945503
-0.301071, 0.0475864, 0.952413
-0.280826, 0.0411226, 0.958877
-0.260303, 0.0351117, 0.964888
-0.239524, 0.0295596, 0.97044
-0.218508, 0.0244717, 0.975528
-0.197276, 0.0198531, 0.980147
-0.17585, 0.0157084, 0.984292
-0.15425, 0.0120416, 0.987958
-0.132498, 0.00885633, 0.991144
-0.110616, 0.00615579, 0.993844
-0.0886238, 0.00394261, 0.996057
-0.0665446, 0.00221899, 0.997781
-0.0443996, 0.000986606, 0.999013
-0.0222107, 0.000246704, 0.999753
-1.41421, 0, 0
-1.41142, -0.0627905, 0.0627905
-1.40306, -0.125333, 0.125333
-1.38916, -0.187381, 0.187381
-1.36978, -0.24869, 0.24869
-1.345, -0.309017, 0.309017
-1.3149, -0.368125, 0.368125
-1.27962, -0.425779, 0.425779
-1.23928, -0.481754, 0.481754
-1.19406, -0.535827, 0.535827
-1.14412, -0.587785, 0.587785
-1.08967, -0.637424, 0.637424
-1.03092, -0.684547, 0.684547
-0.968096, -0.728969, 0.728969
-0.901454, -0.770513, 0.770513
-0.831254, -0.809017, 0.809017
-0.757773, -0.844328, 0.844328
-0.681302, -0.876307, 0.876307
-0.602143, -0.904827, 0.904827
-0.520607, -0.929776, 0.929776
-0.437016, -0.951057, 0.951056
-0.351701, -0.968583, 0.968583
-0.264997, -0.982287, 0.982287
-0.177248, -0.992115, 0.992115
-0.088799, -0.998027, 0.998027
6.18172e-08, -1, 1
0.0887993, -0.998027, 0.998027
0.177248, -0.992115, 0.992115
0.264997, -0.982287, 0.982287
0.351701, -0.968583, 0.968583
0.437016, -0.951056, 0.951056
0.520607, -0.929776, 0.929776
0.602143, -0.904827, 0.904827
0.681303, -0.876307, 0.876307
0.757774, -0.844328, 0.844328
0.831254, -0.809017, 0.809017
0.901454, -0.770513, 0.770513
0.968096, -0.728968, 0.728968
