2
0.8, 0.8, 0.2
0, 0, 0
0.825727, 0.765727, 0.198932
0, 0, 0
0.775378, 0.20785, 0.122904
0, 0, 0
-0.273381, 0.401093, 0.015964
0, 0, 0
0.217358, 1.01946, 0.154602
0, 0, 0
0.602546, 0.833926, 0.179559
0, 0, 0
0.44193, 0.0236237, 0.0581942
0, 0, 0
-0.414343, 0.68979, 0.0344309
0, 0, 0
-0.00424106, 0.999462, 0.124403
0, 0, 0
0.380849, 0.443214, 0.103008
0, 0, 0
-0.690894, 0.295741, -0.049394
0, 0, 0
-0.782458, 0.946151, 0.0204617
0, 0, 0
-0.488012, 1.16564, 0.0847034
0, 0, 0
0.00100197, 0.889514, 0.111315
0, 0, 0
-0.335106, -0.207637, -0.0678429
0, 0, 0
-0.868072, 0.442557, -0.0531892
0, 0, 0
-0.504275, 0.73735, 0.0291344
0, 0, 0
0.0809905, -0.214574, -0.0166979
0, 0, 0
-0.978112, -0.152938, -0.141381
0, 0, 0
-1.10425, 0.272356, -0.103987
0, 0, 0
-0.592663, 0.526805, -0.00823215
0, 0, 0
-0.163922, -0.483636, -0.0809448
0, 0, 0
-0.891182, -0.402708, -0.161736
0, 0, 0
-0.819917, 0.0921407, -0.090972
0, 0, 0
0.146371, -0.337347, -0.023872
0, 0, 0
-0.616966, -0.759963, -0.172116
0, 0, 0
-0.880324, -0.395642, -0.159496
0, 0, 0
-0.191639, 0.235785, 0.00551824
0, 0, 0
0.044246, -0.954064, -0.113727
0, 0, 0
-0.40517, -1.22617, -0.203917
0, 0, 0
-0.709027, -1.02818, -0.217151
0, 0, 0
-0.696721, -0.404039, -0.137595
0, 0, 0
0.487694, -0.310953, 0.0220926
0, 0, 0
0.503686, -1.1502, -0.0808147
0, 0, 0
0.249298, -1.4775, -0.153525
0, 0, 0
-0.0687986, -1.44386, -0.189083
0, 0, 0
-0.361138, -1.01693, -0.172259
0, 0, 0
-0.123878, 0.155907, 0.00400368
0, 0, 0
1.14018, -0.576056, 0.0705151
0, 0, 0
1.60407, -1.21878, 0.0481616
0, 0, 0
1.89544, -1.7361, 0.0199182
0, 0, 0
2.09343, -2.16913, -0.00946274
0, 0, 0
2.22846, -2.5374, -0.0386174
0, 0, 0
2.31616, -2.852, -0.0669797
0, 0, 0
2.36579, -3.11985, -0.0942569
0, 0, 0
2.38338, -3.34552, -0.120267
0, 0, 0
2.37306, -3.53205, -0.144874
0, 0, 0
2.33776, -3.68145, -0.167961
0, 0, 0
2.27964, -3.79493, -0.189411
0, 0, 0
2.20026, -3.87302, -0.209095
0, 0, 0
2.10075, -3.91569, -0.226867
0, 0, 0
1.9819, -3.9223, -0.242549
0, 0, 0
1.8442, -3.89158, -0.255923
0, 0, 0
1.68787, -3.82153, -0.266707
0, 0, 0
1.51289, -3.70917, -0.274536
0, 0, 0
1.31895, -3.55026, -0.278913
0, 0, 0
1.10548, -3.33859, -0.279139
0, 0, 0
0.871588, -3.06491, -0.274166
0, 0, 0
0.616108, -2.71452, -0.262302
0, 0, 0
0.337898, -2.26156, -0.240458
0, 0, 0
0.0381383, -1.65147, -0.201666
0, 0, 0
-0.25168, -0.706506, -0.119773
0, 0, 0
0.807767, 0.238588, 0.130794
0, 0, 0
1.66099, -0.0637832, 0.199651
0, 0, 0
2.19206, -0.368033, 0.228003
0, 0, 0
2.55813, -0.646476, 0.238957
0, 0, 0
2.81092, -0.896866, 0.239256
0, 0, 0
2.9751, -1.11924, 0.231984
0, 0, 0
3.06441, -1.31356, 0.218857
0, 0, 0
3.0869, -1.4793, 0.200951
0, 0, 0
3.04718, -1.61525, 0.178991
0, 0, 0
2.94736, -1.71934, 0.153502
0, 0, 0
2.78745, -1.78835, 0.124888
0, 0, 0
2.56531, -1.81735, 0.0934947
0, 0, 0
2.27606, -1.79865, 0.0596761
0, 0, 0
1.91079, -1.71952, 0.0239082
0, 0, 0
1.45322, -1.5564, -0.0128972
0, 0, 0
0.870394, -1.25534, -0.0481179
0, 0, 0
0.0773249, -0.599933, -0.0653259
0, 0, 0
0.705487, 0.855445, 0.195117
0, 0, 0
1.70801, 1.41117, 0.389898
0, 0, 0
2.57547, 1.84872, 0.553024
0, 0, 0
3.3777, 2.23871, 0.702051
0, 0, 0
4.13971, 2.60186, 0.842696
0, 0, 0
4.87387, 2.94744, 0.977664
0, 0, 0
5.58738, 3.2805, 1.10849
0, 0, 0
6.28485, 3.60413, 1.23612
0, 0, 0
6.96941, 3.92035, 1.36122
0, 0, 0
7.64336, 4.23059, 1.48424
0, 0, 0
8.30838, 4.53589, 1.60553
0, 0, 0
8.96577, 4.83702, 1.72535
0, 0, 0
9.61656, 5.13459, 1.84389
0, 0, 0
10.2616, 5.42907, 1.96133
0, 0, 0
10.9015, 5.72086, 2.07779
0, 0, 0
11.5368, 6.01026, 2.19339
0, 0, 0
12.1681, 6.29753, 2.30821
0, 0, 0
12.7958, 6.5829, 2.42233
0, 0, 0
13.42, 6.86656, 2.53582
0, 0, 0
14.0413, 7.14865, 2.64874
0, 0, 0
14.6597, 7.42932, 2.76113
0, 0, 0
15.2756, 7.70869, 2.87303
0, 0, 0
